Timestamp (ms),Total Accel (m/s^2),Peak Acceleration from drop (m/s^2),Impact Duration(ms),Surface Type
184962,1.59
184965,1.15
184967,1.06
184970,0.72
184972,0.78
184975,0.45
184977,1.29
184980,0.30
184982,1.05
184985,1.11
184987,1.14
184990,1.14
184992,1.16
184995,0.95
184997,0.89
185000,1.22
185002,0.77
185005,1.15
185007,0.78
185010,1.37
185012,1.01
185014,0.67
185017,1.09
185019,0.82
185022,0.82
185024,0.93
185027,1.13
185029,0.47
185032,1.25
185034,1.06
185037,0.78
185039,1.03
185042,0.83
185044,0.92
185047,0.83
185049,1.16
185052,0.73
185054,0.97
185057,0.88
185059,1.08
185062,0.67
185064,0.88
185067,0.92
185069,0.61
185072,1.18
185074,0.95
185077,0.77
185079,0.93
185081,1.04
185084,0.73
185086,0.92
185089,0.99
185091,0.65
185094,0.81
185096,0.83
185099,0.92
185101,0.68
185104,0.88
185106,0.88
185109,0.67
185111,0.94
185114,0.76
185116,0.69
185119,2.66
185121,203.08
185124,84.64
185126,39.28
185129,131.10
185131,185.44
185134,176.04
185136,160.30
185139,173.11
185141,232.11
185144,173.82
185146,227.99
185148,113.38
185151,105.25
185153,122.30
185156,140.96
185158,72.73
185161,150.59
185163,175.58
185166,84.37
185168,177.07
185171,163.85
185173,161.43
185176,185.58
185178,161.52
185181,232.83
185183,184.21
185186,116.33
185188,163.09
185191,163.43
185193,100.92
185196,161.68
185198,118.47
185201,161.09
185203,72.62
185206,82.44
185208,161.85
185210,164.89
185213,160.34
185215,159.99
185218,168.59
185220,159.18
185223,107.66
185225,159.83
185228,158.72
185230,54.54
185233,158.76
185235,160.80
185238,199.40
185240,19.72
185243,159.01
185245,111.21
185248,177.88
185250,164.12
185253,160.28
185255,159.67
185258,98.16
185260,64.84
185263,70.96
185265,162.94
185267,163.47
185270,157.69
185272,162.18
185275,158.12
185277,143.89
185280,158.66
185282,44.47
185285,157.28
185287,157.69
185290,52.86
185292,85.31
185295,160.96
185297,24.55
185300,84.38
185302,23.73
185305,157.29
185307,157.17
185310,28.85
185312,99.34
185315,81.79
185317,100.20
185320,157.06
185322,91.30
185325,156.95
185327,158.12
185330,36.33
185332,73.78
185335,99.17
185337,83.11
185339,158.40
185342,157.23
185344,170.12
185347,189.48
185349,157.20
185352,157.65
185354,157.38
185357,158.91
185359,160.56
185362,128.31
185364,38.01
185367,161.47
185369,53.51
185372,156.99
185374,161.14
185377,158.23
185379,159.25
185382,160.16
185384,40.79
185387,160.45
185389,31.50
185392,157.65
185394,157.21
185397,111.58
185399,157.94
185401,156.94
185404,48.02
185406,124.30
185409,20.66
185411,158.96
185414,157.66
185416,142.39
185419,158.70
185421,127.91
185424,154.23
185426,153.68
185429,52.44
185431,157.16
185434,157.54
185436,156.95
185439,133.07
185441,128.77
185444,157.03
185446,103.90
185449,52.65
185451,28.96
185454,11.39
185456,22.81
185459,92.71
185461,97.57
185463,72.78
185466,78.21
185468,12.80
185471,43.92
185473,83.15
185476,124.43
185478,66.78
185481,44.75
185483,13.90
185486,45.61
185488,26.22
185491,47.68
185493,33.03
185496,68.90
185498,25.78
185501,65.00
185503,84.64
185506,80.74
185508,109.21
185511,11.37
185513,34.05
185516,36.66
185518,8.33,232.83,337,hard

