Timestamp (ms),Total Accel (m/s^2),Peak Acceleration from drop (m/s^2),Impact Duration(ms),Surface Type
25385,1.91
25388,1.63
25390,1.28
25392,1.29
25395,0.88
25397,1.14
25400,0.78
25402,0.89
25405,1.28
25407,0.91
25410,1.43
25412,1.34
25415,0.86
25417,0.96
25420,1.11
25422,1.02
25425,1.07
25427,0.90
25430,0.95
25432,0.89
25435,0.69
25437,0.97
25440,0.74
25442,0.72
25445,0.98
25447,0.85
25450,0.91
25452,1.11
25454,0.75
25457,0.81
25459,1.08
25462,0.70
25464,0.99
25467,1.18
25469,0.62
25472,0.83
25474,1.11
25477,0.75
25479,0.91
25482,0.98
25484,0.86
25487,0.82
25489,0.92
25492,0.94
25494,0.84
25497,0.86
25499,1.00
25502,0.66
25504,0.71
25507,1.00
25509,0.76
25511,0.80
25514,0.94
25516,0.69
25519,0.83
25521,1.07
25524,0.72
25526,0.90
25529,0.87
25531,0.74
25534,0.74
25536,0.85
25539,0.82
25541,0.71
25544,0.82
25546,0.84
25549,0.72
25551,0.80
25554,0.88
25556,0.65
25559,0.77
25561,0.87
25564,0.66
25566,0.81
25568,0.79
25571,0.70
25573,0.79
25576,0.90
25578,0.69
25581,0.71
25583,0.76
25586,0.75
25588,0.65
25591,0.69
25593,0.84
25596,0.67
25598,0.78
25601,0.83
25603,0.79
25606,0.63
25608,0.78
25611,0.71
25613,0.70
25616,0.72
25618,0.71
25620,0.73
25623,0.69
25625,0.37
25628,0.47
25630,0.94
25633,1.86
25635,1.29
25638,7.47
25640,10.97
25643,11.55
25645,13.60
25648,35.45
25650,40.43
25653,92.95
25655,158.46
25658,158.33
25660,194.12
25663,127.23
25665,172.18
25668,93.90
25670,63.10
25673,21.49
25675,43.43
25678,43.59
25680,43.33
25682,33.57
25685,91.06
25687,164.76
25690,154.50
25692,41.02
25695,28.67
25697,36.19
25700,94.67
25702,88.78
25705,52.65
25707,42.86
25710,54.56
25712,45.24
25715,49.32
25717,55.20
25720,139.80
25722,118.95
25725,82.22
25727,89.51
25730,60.35
25732,41.08
25735,72.95
25737,44.65
25740,67.96
25742,94.51
25744,51.78
25747,38.07
25749,17.43
25752,34.15
25754,30.04
25757,18.32
25759,53.58
25762,34.98
25764,17.92
25767,33.63
25769,20.83
25772,33.55
25774,83.02
25777,70.57
25779,3.09,194.12,119,soft

