Timestamp (ms),Total Accel (m/s^2),Peak Acceleration from drop (m/s^2),Impact Duration(ms),Surface Type
56581,2.71
56583,2.13
56586,1.86
56588,1.92
56591,2.51
56593,2.52
56595,1.78
56598,2.47
56600,1.19
56603,0.74
56605,0.24
56608,1.71
56610,0.90
56613,1.99
56615,0.40
56618,0.62
56620,0.89
56623,2.05
56625,0.42
56628,1.65
56630,1.59
56633,0.37
56635,1.58
56638,1.21
56640,0.95
56643,1.00
56645,2.59
56648,0.66
56650,0.72
56653,1.14
56655,1.37
56658,0.47
56660,1.26
56663,0.93
56665,0.55
56667,2.02
56670,1.04
56672,0.70
56675,0.97
56677,1.43
56680,0.43
56682,1.79
56685,1.18
56687,0.57
56690,1.43
56692,0.95
56695,1.00
56697,0.51
56700,1.63
56702,0.39
56705,1.01
56707,1.33
56710,1.03
56712,0.68
56715,1.29
56717,1.40
56720,0.40
56722,1.45
56725,0.84
56727,0.83
56729,0.73
56732,1.44
56734,0.57
56737,0.95
56739,1.20
56742,0.61
56744,0.94
56747,0.91
56749,0.93
56752,0.61
56754,1.49
56757,0.67
56759,0.94
56762,1.15
56764,0.94
56767,0.54
56769,1.21
56772,1.14
56774,0.52
56777,1.30
56779,0.71
56782,0.75
56784,0.90
56787,1.04
56789,0.59
56792,0.95
56794,0.70
56797,0.65
56799,0.95
56801,0.75
56804,0.59
56806,0.66
56809,0.82
56811,0.62
56814,0.66
56816,3.51
56819,2.99
56821,7.44
56824,10.23
56826,33.03
56829,59.56
56831,163.96
56834,159.24
56836,129.40
56839,147.06
56841,166.04
56844,49.13
56846,19.28
56849,48.75
56851,19.38
56854,30.24
56856,43.22
56859,51.69
56861,74.78
56864,26.57
56866,42.85
56868,28.17
56871,149.84
56873,147.66
56876,88.96
56878,149.37
56881,31.62
56883,141.27
56886,153.05
56888,63.81
56891,96.88
56893,84.58
56896,37.70
56898,37.12
56901,26.68
56903,134.78
56906,117.38
56908,56.08
56911,118.77
56913,71.78
56916,44.30
56918,111.42
56921,30.20
56923,102.60
56926,100.50
56928,48.68
56931,80.60
56933,62.04
56936,12.83
56938,68.86
56941,14.82
56943,24.42
56946,81.53
56948,14.83
56950,35.32
56953,54.95
56955,65.45
56958,86.43
56960,32.21
56963,38.46
56965,77.16
56968,59.64
56970,52.68
56973,66.49
56975,10.18
56978,47.39
56980,60.48
56983,38.57
56985,40.97
56988,19.60
56990,1.37,166.04,149,soft

