Timestamp (ms),Total Accel (m/s^2),Peak Acceleration from drop (m/s^2),Impact Duration(ms),Surface Type
234128,0.85
234130,17.28
234133,8.41
234135,5.19
234137,7.31
234140,14.63
234142,4.04
234145,19.29
234147,7.11
234150,9.37
234152,12.49
234155,9.53
234157,10.54
234160,5.39
234162,9.06
234165,9.61
234167,8.75
234170,9.05
234172,12.31
234175,4.03
234177,7.74
234180,11.09
234182,4.66
234185,11.56
234187,12.43
234190,5.13
234192,7.56
234195,12.72
234197,5.56
234200,7.59
234202,10.87
234205,8.11
234207,8.84
234209,8.78
234212,9.27
234214,8.30
234217,8.93
234219,8.69
234222,9.56
234224,8.03
234227,10.70
234229,7.52
234232,9.43
234234,11.07
234237,6.71
234239,10.31
234242,8.50
234244,7.61
234247,9.71
234249,10.19
234252,6.85
234254,9.51
234257,8.53
234259,7.42
234262,9.77
234264,8.74
234267,8.65
234269,8.66
234272,9.41
234274,8.76
234276,8.57
234279,8.16
234281,9.20
234284,7.99
234286,7.95
234289,9.87
234291,6.44
234294,12.35
234296,10.53
234299,4.31
234301,12.50
234304,10.30
234306,6.31
234309,8.41
234311,12.07
234314,6.49
234316,9.74
234319,9.45
234321,7.54
234324,7.47
234326,9.14
234329,9.94
234331,9.10
234334,8.62
234336,8.61
234339,7.68
234341,6.52
234344,12.32
234346,8.19
234348,8.77
234351,10.06
234353,7.89
234356,7.50
234358,10.99
234361,9.18
234363,8.01
234366,10.20
234368,8.41
234371,10.08
234373,7.41
234376,8.40
234378,7.02
234381,10.53
234383,9.27
234386,9.23
234388,8.61
234391,9.42
234393,11.88
234396,5.98
234398,9.58
234401,8.45
234403,8.42
234406,9.39
234408,9.94
234411,7.26
234413,8.67
234415,8.01
234418,8.24
234420,10.23
234423,7.31
234425,9.71
234428,8.20
234430,9.85
234433,8.16
234435,10.49
234438,8.99
234440,8.65
234443,9.65
234445,8.63
234448,9.85
234450,7.94
234453,9.42
234455,8.76
234458,8.28
234460,9.67
234463,9.64
234465,7.60
234468,9.47
234470,8.46
234473,8.67
234475,8.52
234478,8.77
234480,9.75
234483,7.83
234485,9.59
234487,9.17
234490,7.60
234492,8.81
234495,9.93
234497,8.16
234500,8.24
234502,9.88
234505,8.43
234507,8.13
234510,10.30
234512,8.35
234515,7.64
234517,9.85
234520,8.34
234522,8.82
234525,8.95
234527,6.97
234530,8.91
234532,8.89
234535,7.02
234537,12.63
234540,2.95
234542,13.91
234545,11.54
234547,4.65
234549,10.68
234552,11.30
234554,5.44
234557,9.17
234559,12.26
234562,4.95
234564,9.65
234567,11.67
234569,6.97
234572,6.09
234574,13.59
234577,8.21
234579,6.57
234582,12.61
234584,7.46
234587,5.40
234589,12.64
234592,10.30
234594,4.94
234597,11.51
234599,8.87
234602,5.88
234604,10.86
234607,10.73
234609,5.99
234612,9.57
234614,9.72
234616,6.99
234619,9.67
234621,9.54
234624,8.16
234626,8.39
234629,9.81
234631,8.30
234634,9.04
234636,9.51
234639,8.88
234641,8.55
234644,8.98
234646,8.79
234649,8.85
234651,9.04
234654,7.98
234656,9.60
234659,8.87
234661,8.76
234664,9.30
234666,8.70
234669,8.61
234671,9.16
234674,9.16
234676,8.43
234678,9.15
234681,8.74
234683,9.05
234686,8.61
234688,9.14
234691,8.70
234693,8.57
234696,9.21
234698,8.75
234701,8.45
234703,9.21
234706,8.74
234708,8.11
234711,9.72
234713,8.82
234716,8.74
234718,9.51
234721,9.02
234723,8.23
234726,9.36
234728,8.74
234731,7.85
234733,9.79
234736,8.34
234738,8.91
234740,9.24
234743,8.74
234745,8.48
234748,9.32
234750,8.88
234753,8.78
234755,9.31
234758,8.37
234760,9.43
234763,8.39
234765,9.03
234768,8.81
234770,8.63
234773,8.89
234775,9.29
234778,8.25
234780,8.74
234783,9.27
234785,8.00
234788,9.35
234790,9.45
234793,8.10
234795,8.96
234798,9.29
234800,8.01
234803,9.54
234805,9.26
234808,8.44
234810,9.11
234813,8.91
234815,8.62
234818,9.13
234820,8.95
234822,8.71
234825,8.75
234827,8.72
234830,9.17
234832,8.79
234835,8.72
234837,9.18
234840,8.51
234842,8.41
234845,9.61
234847,8.76
234850,8.51
234852,9.41
234855,8.49
234857,8.47
234860,9.36
234862,8.86
234865,8.58
234867,9.17
234870,8.79
234872,8.64
234875,8.95
234877,9.01
234880,8.77
234882,8.83
234884,9.10
234887,8.84
234889,8.77
234892,9.03
234894,8.82
234897,8.52
234899,9.06
234902,8.95
234904,8.74
234907,8.64
234909,8.99
234912,9.17
234914,8.95
234917,8.50
234919,9.87
234922,8.28
234924,8.35
234927,9.50
234929,9.04
234932,8.25
234934,9.43
234937,8.61
234939,8.47
234942,8.95
234944,9.02
234946,8.50
234949,8.88
234951,8.96
234954,8.51
234956,8.90
234959,8.84
234961,8.93
234964,8.65
234966,8.98
234969,9.12
234971,8.68
234974,8.81
234976,9.00
234979,8.60
234981,8.93
234984,9.04
234986,8.76
234989,8.90
234991,9.14
234994,8.85
234996,8.73
234999,9.09
235001,8.85
235004,8.76
235006,9.07
235008,8.87
235011,8.83
235013,9.18
235016,9.07
235018,8.71
235021,8.90
235023,9.02
235026,8.68
235028,8.99
235031,9.27
235033,8.78
235036,8.55
235038,9.02
235041,8.78
235043,8.73
235046,9.12
235048,8.76
235051,8.63
235053,9.04
235056,8.96
